"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Keller, Brad","641745","2024","192",16.7,7.8,".358",".335",30.1,10.5,39.2,"77.014369718","94.317402908",21.1,46
"Kinley, Tyler","641755","2024","285",25.3,11.6,".341",".331",37.6,9,33.1,"75.749425568","93.748627829",33.1,50
"Kuhl, Chad","641771","2024","240",22.5,10.4,".343",".319",33.8,5.8,38.3,"77.734337632","93.761976026",27.1,42.2
"Littell, Zack","641793","2024","656",21.5,4.7,".317",".323",36.2,9.6,39.2,"78.590295546","94.137344568",23.1,51.9
"Mahle, Tyler","641816","2024","56",17.9,7.1,".329",".307",29.3,4.9,34.1,"77.7512375","94.04452775",25.2,48.5
"Mayza, Tim","641835","2024","195",14.4,7.7,".358",".357",42.4,9.3,38.4,"77.397422838","93.76203585",17.5,44.5
"Ober, Bailey","641927","2024","709",26.9,6.1,".282",".283",34.8,8.3,34.3,"76.699154464","93.270078151",29,52.4
"Pagán, Emilio","641941","2024","158",27.8,7,".330",".314",36.9,8.7,50.5,"79.260641373","95.238884216",29.6,53.6
"Robert, Daniel","642016","2024","26",23.1,7.7,".357",".306",31.3,6.3,18.8,"74.8312225","91.336490625",27.7,45.6
"Rogers, Josh","642028","2024","50",6,6,".382",".392",35.7,4.8,42.9,"78.890379524","94.047266905",12.7,46.5
"Saucedo, Tayler","642048","2024","166",22.9,10.8,".301",".275",25.9,4.6,27.8,"73.522157963","92.556282336",27.8,46
"Speier, Gabe","642100","2024","104",31.7,13.5,".304",".286",23.6,7.3,36.4,"77.942847778","93.482290566",31,46.7
"Sulser, Cole","642121","2024","66",22.7,13.6,".245",".285",33.3,4.8,38.1,"79.813352857","93.280416098",24.8,46.9
"Williams, Devin","642207","2024","88",43.2,12.5,".228",".227",29.7,5.4,32.4,"73.454455789","91.882778649",40,47.3
"Winans, Allan","642216","2024","41",9.8,9.8,".516",".406",42.4,15.2,39.4,"72.662781765","93.444431818",26.3,51.7
"Yarbrough, Ryan","642232","2024","398",16.3,8,".273",".318",33.6,6.2,29.4,"74.845336738","92.615066512",20.9,47.4
"Zastryzny, Rob","642239","2024","29",17.2,3.4,".190",".202",28.6,4.8,28.6,"73.602596364","92.367268095",29.2,60.5
"Soto, Gregory","642397","2024","244",26.6,11.1,".340",".323",34.7,7.6,43.8,"77.25008","94.261321127",31,47.1
"Garabito, Gerson","642520","2024","115",19.1,10.4,".326",".390",44.2,11.7,35.1,"75.973876316","93.825125867",20.8,44.9
"Loáisiga, Jonathan","642528","2024","20",15,5,".343",".322",43.8,0,18.8,"70.366875","91.07143",15.6,52.5
"Hernández, Jonathan","642546","2024","192",20.3,14.6,".348",".337",33.9,8.9,39.5,"78.601073871","94.181991138",30.1,46.7
"Peralta, Freddy","642547","2024","725",27.6,9.4,".305",".308",35.3,8.7,36.9,"75.95026724","93.640809751",31,46.9
"Ramirez, Emmanuel","642629","2024","92",22.8,8.7,".362",".343",33.3,6.7,45,"81.339826667","95.171073051",27.9,46.4
"Santana, Dennis","642701","2024","287",24,7.3,".281",".283",37.3,4.7,32.6,"75.299087917","92.748697016",28.2,50.7
"Bermudez, Jonathan","642834","2024","33",12.1,6.1,".484",".354",32,12,44,"76.453992308","94.776906",17.3,43
"Cimber, Adam","643256","2024","107",17.8,13.1,".313",".360",42.6,8.8,35.3,"77.610750588","93.678002836",15.7,42.8
"Green, Chad","643338","2024","210",21.9,6.7,".276",".305",35.1,8.8,45.9,"81.357816622","95.150588986",23.3,52.6
"Herget, Kevin","643361","2024","43",20.9,7,".216",".338",25.8,12.9,48.4,"77.426704667","95.004030667",22.2,47.7
"Jax, Griffin","643377","2024","276",34.4,5.4,".227",".241",23.9,8,38.7,"77.101383951","93.862430186",37.8,52.1
"Leiter Jr., Mark","643410","2024","256",33.6,8.6,".308",".289",33.1,8.3,40,"77.69809","94.120993819",38.1,46.8
"Pruitt, Austin","643493","2024","24",4.2,12.5,".535",".613",60,25,35,"75.293817","93.8179535",5.7,44.9
"Rogers, Tyler","643511","2024","290",17.6,2.1,".281",".268",24.9,4.4,31.1,"73.039023304","92.704925759",18.5,53
"Díaz, Jhonathan","646242","2024","47",17,6.4,".395",".308",30.6,2.8,36.1,"79.560541111","93.527963429",15.4,47
"Pop, Zach","647315","2024","209",15.8,9.1,".315",".329",25.2,7.1,44.5,"77.184377632","94.457844503",21.8,49.3
"Soroka, Michael","647336","2024","347",24.2,12.7,".324",".331",34.7,9.7,35.2,"75.630787547","93.882228531",24.7,43.3
"Abreu, Bryan","650556","2024","325",31.7,9.8,".288",".287",32.1,8.7,38,"81.143034674","94.097664645",34,46.2
"King, Michael","650633","2024","726",27.7,8.7,".284",".295",35.2,6.2,30.3,"73.981359732","92.671656987",29.2,45.4
"Civale, Aaron","650644","2024","689",21.6,7.5,".327",".312",36.5,7.3,39.4,"79.152007238","94.002413711",21.9,45.2
"Quijada, José","650671","2024","84",28.6,20.2,".305",".344",46.3,4.9,39,"81.784026","94.38315575",33.7,47
"Cabrera, Génesis","650893","2024","271",18.5,10.7,".338",".323",33.7,7.4,41.1,"79.696903936","94.189379412",26.1,48.6
"Castillo, Diego","650895","2024","43",14,18.6,".309",".302",13.8,0,37.9,"77.230588","94.712046897",18.4,42.9
"Sánchez, Cristopher","650911","2024","754",20.3,5.8,".290",".294",30.2,5.4,34.5,"75.18960646","93.870693047",24.2,51.6
"Duarte, Daniel","650960","2024","15",20,6.7,".266",".276",27.3,9.1,36.4,"73.984298333","93.784564545",22.6,55.4
"Rodríguez, Manuel","655889","2024","158",21.5,7,".268",".290",30.2,2.8,34.9,"77.480563269","94.094053077",26.6,48.4
"Altavilla, Dan","656186","2024","21",23.8,14.3,".437",".373",27.3,9.1,36.4,"82.50136","94.759264545",30.6,43.4
"Beeks, Jalen","656222","2024","312",17.6,8.7,".322",".303",30.4,4.8,33,"75.987063153","93.31572095",23.2,47.3
"Bielak, Brandon","656232","2024","140",10,9.3,".391",".390",36,9.9,38.7,"79.096870714","94.021383243",17.2,45.7
"Bird, Jake","656234","2024","185",16.8,13.5,".368",".355",30.4,8.8,41.6,"75.894677869","94.508409587",22.2,44.2
"Blewett, Scott","656240","2024","85",21.2,9.4,".290",".314",27.6,8.6,46.6,"82.342848966","95.382558966",25.7,52.4
"Bukauskas, J.B.","656266","2024","22",27.3,4.5,".205",".409",40,26.7,53.3,"83.36355125","98.047189333",37.5,45.5
"Burke, Brock","656271","2024","154",26.6,10.4,".352",".287",30.5,4.2,41.1,"80.677251667","94.312216211",29.1,52.5
"Canning, Griffin","656288","2024","739",17.6,8.9,".341",".336",32.4,8.6,41.9,"80.443886517","94.700505891",24.4,48.4
"Cease, Dylan","656302","2024","762",29.4,8.5,".266",".286",32.4,8.5,38.6,"78.282702241","94.084709267",32.3,48.2
"Davidson, Tucker","656353","2024","19",5.3,10.5,".258",".263",12.5,0,18.8,"74.3282625","91.453328125",20.6,50.7
"Davis, Austin","656354","2024","33",18.2,15.2,".341",".304",20,0,35,"66.76723","92.826733158",16.4,38.7
"Faedo, Alex","656412","2024","246",22.4,11.4,".322",".322",39.4,6.3,34.4,"77.90499359","93.483902692",31.1,47.9
"Feyereisen, J.P.","656420","2024","48",18.8,10.4,".385",".419",36.4,18.2,42.4,"82.473118235","95.887814242",21.3,49.7
"Flaherty, Jack","656427","2024","649",29.9,5.9,".288",".294",36.1,7.7,35.9,"77.445862362","93.776478992",32.1,46.2
"Gilbert, Tyler","656457","2024","38",10.5,5.3,".328",".367",51.6,3.2,48.4,"83.734311875","94.71923871",14.5,57.2
"Gilbreath, Lucas","656458","2024","12",0,8.3,".791",".401",20,0,50,"72.211808","94.138141",0,38.3
"Ginkel, Kevin","656464","2024","291",26.5,5.2,".300",".283",35.2,5.6,40.8,"79.446978557","94.349364691",27.9,49.3
"Hentges, Sam","656529","2024","91",29.7,5.5,".278",".246",32.8,5.2,36.2,"79.353965","94.071008214",29.2,47.9
"Hoffman, Jeff","656546","2024","265",33.6,6,".252",".265",32.5,7.6,42,"76.330911667","94.532854103",35.1,51.7
"Holmes, Grant","656550","2024","282",24.8,5.3,".287",".291",35.9,6.7,38.5,"78.281141753","93.754273057",32.2,54
"Houck, Tanner","656557","2024","743",20.7,6.5,".276",".314",30.2,5.7,41.8,"78.489312385","94.430703969",22.5,46.8
"Keller, Mitch","656605","2024","773",21.5,6.5,".331",".323",38,7.2,39.3,"77.859026134","94.078079089",21.4,47.6
"Kopech, Michael","656629","2024","279",31.5,12.2,".277",".292",34.2,10.5,40.8,"78.876881333","93.879345436",32.8,46.9
"Lange, Alex","656638","2024","90",23.3,18.9,".327",".340",30,2,52,"81.659957083","95.672161667",33.3,43
"Latz, Jacob","656641","2024","192",20.8,14.1,".318",".344",30.6,8.9,40.3,"76.565029344","93.997906281",28.3,47.4
"Logue, Zach","656657","2024","12",33.3,0,".569",".261",37.5,0,62.5,"86.6445825","95.94527375",34.6,60.5
"Maciejewski, Josh","656671","2024","27",25.9,7.4,".239",".307",27.8,5.6,38.9,"72.772375556","94.188950556",30,52.1
"Megill, Trevor","656730","2024","183",27.3,7.7,".239",".269",36.4,7.6,42.4,"82.625340339","94.490318205",29.4,52.4
"Megill, Tylor","656731","2024","337",27,9.5,".304",".320",36.4,10,42.6,"77.633376214","94.285350976",28.6,49
"Montgomery, Jordan","656756","2024","532",15.6,8.3,".370",".348",36.6,6,41,"77.212722234","94.218289135",26.7,49.6
"Mushinski, Parker","656786","2024","50",6,10,".323",".376",34.1,0,31.7,"78.195469","92.3415115",16.3,44.3
"Nelson, Nick","656793","2024","26",30.8,7.7,".379",".262",26.7,0,33.3,"71.00311625","92.711242",22.7,45.8
"Newcomb, Sean","656794","2024","45",15.6,17.8,".376",".361",24.1,6.9,44.8,"77.250324286","94.435599286",19.7,41.3
"Petersen, Michael","656848","2024","90",15.6,12.2,".358",".351",34.4,6.3,37.5,"78.551963125","93.531756719",19.7,51.8
"Peterson, David","656849","2024","510",19.8,9,".299",".332",35.7,7.3,42.7,"78.331204972","94.426613853",25.5,47.8
"Rasmussen, Drew","656876","2024","116",30.2,5.2,".242",".219",24,0,36,"74.485188947","93.140661333",31.4,47.9
"Reid-Foley, Sean","656887","2024","90",27.8,15.6,".243",".267",19.6,0,39.2,"77.100226923","94.776466863",29.4,44.2
"Rivera, Emmanuel","656896","2024","20",0,0,".403",".412",42.1,5.3,47.4,"78.632745","94.759176316",10.7,50
"Ryan, Ryder","656924","2024","93",18.3,9.7,".346",".361",36.5,11.1,44.4,"79.664268065","94.773042295",23.5,52.6
"Scott, Tanner","656945","2024","294",28.6,12.2,".241",".269",30.4,4.7,27.5,"71.83934775","92.406937563",32.7,51.8
"Steele, Justin","657006","2024","555",24.3,6.7,".271",".260",30.9,4.2,33.2,"75.731326576","93.083319918",23.6,51.5
"Swanson, Erik","657024","2024","168",22,8.3,".349",".355",38.8,12.1,50,"82.565098793","95.443421034",23.5,50.4
"Thompson, Ryan","657044","2024","272",19.1,5.5,".290",".312",26.5,7.4,44.6,"78.240616939","95.26022148",23,49.8
"Toussaint, Touki","657053","2024","117",22.2,15.4,".437",".360",40.3,5.6,38.9,"79.021804167","93.321083611",27.5,41.5
"Webb, Jacob","657097","2024","237",24.5,11.4,".266",".292",33.8,7.9,34.4,"76.061058133","93.4304094",27.4,49.6
"Merryweather, Julian","657240","2024","74",18.9,12.2,".377",".374",39.6,4.2,53.2,"85.830069583","95.644192766",24.2,47.1
"Strzelecki, Peter","657265","2024","47",19.1,6.4,".314",".342",38.2,8.8,38.2,"75.641258235","93.800367353",17,45.8
"Webb, Logan","657277","2024","841",20.5,5.9,".288",".320",32.1,7,46.2,"77.927662825","95.233452829",20.7,46.2
"Schmidt, Clarke","657376","2024","353",26.3,8.5,".296",".303",31.7,5.9,38,"78.87294578","93.864991613",29.4,44.2
"Baumann, Mike","657508","2024","264",22,10.6,".344",".330",33.9,9.2,43.7,"82.200743793","94.547312543",24.5,48.6
"Bernardino, Brennan","657514","2024","226",24.8,9.7,".322",".299",33.1,6.3,36.9,"76.573253529","93.627100882",21.8,44.8
"Ferguson, Caleb","657571","2024","249",26.9,10,".322",".317",35.9,6.5,37.3,"76.920219605","93.769485329",26.6,47.1
"Garrett, Reed","657585","2024","247",33.6,12.1,".310",".278",28,5.3,37.1,"75.597467692","93.735074385",37.3,45.9
"Hill, Tim","657612","2024","290",10.7,6.6,".300",".291",20.2,1.7,40.8,"75.646733932","94.325600427",12.8,50.8
"Koenig, Jared","657649","2024","265",23.8,8.7,".273",".291",28.2,8,35.6,"76.065423176","93.584806294",22.4,47.5
"Nittoli, Vinny","657697","2024","46",17.4,4.3,".263",".283",25,5.6,41.7,"82.800598889","94.356776111",29.2,53.9
"Ryan, Joe","657746","2024","538",27.3,4.3,".282",".268",33.6,8.5,36.6,"77.148522833","93.914347298",26.6,50.9
"Avila, Pedro","658648","2024","353",23.2,10.2,".304",".330",39.4,5.2,41.6,"79.151353304","94.361042314",25,46.4
"Lamet, Dinelson","659275","2024","18",16.7,11.1,".213",".358",15.4,15.4,30.8,"78.081184286","94.136323077",14.3,47.3
"Paredes, Enoli","660600","2024","87",18.4,11.5,".245",".319",30.5,8.5,32.2,"75.458121034","93.028081034",28.2,44.5
"Suarez, José","660761","2024","240",23.3,11.3,".371",".340",37.3,8.5,47.7,"76.741386623","94.970841176",27.5,46
"Graterol, Brusdar","660813","2024","26",26.9,3.8,".128",".265",44.4,0,27.8,"71.830585556","92.447147778",26.5,48.5
"Bazardo, Eduard","660825","2024","108",30.6,8.3,".255",".243",21.2,4.5,33.3,"77.042262424","92.956859077",29,45.4
"De Los Santos, Enyel","660853","2024","278",23.7,9,".377",".359",35.2,12.6,42.3,"77.963486333","94.634968833",29.3,52.4
"Alcala, Jorge","660896","2024","235",24.7,8.5,".273",".274",32,7.2,32.7,"75.350600132","92.994573289",28.1,48.9
"Gutierrez, Vladimir","661269","2024","17",23.5,11.8,".305",".282",36.4,9.1,18.2,"71.974075","90.457655455",28.9,47.5
"Duran, Jhoan","661395","2024","228",28.9,6.6,".292",".259",28.4,3.5,36.2,"74.911012754","93.699657153",32.9,49
"Clase, Emmanuel","661403","2024","270",24.4,3.7,".175",".245",31.8,3.6,29.7,"75.486946211","92.771488368",27.1,56.3
"Martinez, Seth","661527","2024","222",16.2,8.1,".323",".316",31.1,6.7,40.2,"77.583805625","93.891014214",22.7,45.7
"Gil, Luis","661563","2024","637",26.8,12.1,".288",".306",33.7,9.5,37.4,"78.931048895","94.034939077",29,45.5
"Muñoz, Andrés","662253","2024","232",33.2,11.2,".233",".269",31,8.7,33.3,"74.798663968","92.94803352",39.8,45.4
"Suarez, Robert","663158","2024","258",22.9,6.2,".262",".274",30.6,7.7,40.4,"78.547847","94.082984222",24.3,55.6
"Hernandez, Nick","663321","2024","34",29.4,2.9,".417",".315",39.1,4.3,30.4,"69.572226667","92.681946087",29.2,46.8
"Waldron, Matt","663362","2024","625",21.3,6.4,".323",".316",33.9,7,35,"77.177450505","93.585477592",20.7,45.3
"Feltner, Ryan","663372","2024","692",19.9,7.5,".320",".322",33.1,6.5,36.8,"76.695048857","93.803345297",23.8,48.1
"Thornton, Trent","663423","2024","294",26.2,6.5,".302",".286",31.1,7.8,37.3,"76.988763723","93.50760367",27.1,50.6
"Rainey, Tanner","663432","2024","231",19,12.6,".335",".362",33.8,14.3,42.9,"81.766235844","94.688285098",26,49.1
"Martin, Davis","663436","2024","220",21.4,10.5,".324",".313",26.2,7.6,37.9,"76.248378194","93.839174792",26.8,48.5
"Bubic, Kris","663460","2024","121",32.2,4.1,".252",".213",26,2.6,28.6,"70.912425946","92.231484384",30.5,50.5
"Campbell, Isaiah","663462","2024","37",16.2,5.4,".496",".424",37.9,10.3,48.3,"79.497439333","95.443220345",23.3,50.4
"Allard, Kolby","663465","2024","117",19.7,6.8,".378",".320",27.9,8.1,40.7,"77.15425907","94.426629767",21.6,48.9
"McKenzie, Triston","663474","2024","340",21.8,14.4,".359",".362",31.6,13,41.9,"80.739328131","94.829605352",23.1,42.5
"Sands, Cole","663485","2024","292",29.1,4.1,".259",".282",32.8,6.3,37,"78.639076774","93.957956183",26.6,50.5
"Allen, Logan","663531","2024","128",16.4,7.8,".330",".361",41.1,5.3,40,"78.776739375","94.108398632",19.7,49.6
"Hudson, Bryan","663542","2024","231",26.8,7.4,".218",".270",35.8,6.8,36.5,"76.378445676","93.743675068",21.5,47.7
"Hjelle, Sean","663546","2024","337",22.3,4.2,".306",".295",29.6,5.3,37.4,"77.987104333","93.88649477",21.2,45.2
"Mize, Casey","663554","2024","452",17.3,6.4,".335",".336",32.4,7.9,44.6,"79.855545471","95.082817876",21.9,49.5
"Falter, Bailey","663559","2024","589",16.5,7.6,".320",".342",36.6,9,41.3,"79.920380413","94.430660482",19.6,49.5
"Davis, Noah","663562","2024","96",15.6,7.3,".399",".324",29.7,5.4,33.8,"76.707814865","93.898810411",16.5,49.9
"Lambert, Peter","663567","2024","280",17.9,10.4,".362",".331",38.9,6.1,36.9,"77.418341414","93.391432335",22,48
"Kolek, Stephen","663568","2024","211",18.5,5.7,".336",".330",30.8,3.8,41,"76.118934211","94.213670921",20.9,49.3
"Santillan, Tony","663574","2024","122",37.7,7.4,".250",".247",29.9,6,40.3,"80.446815758","94.230051538",29.6,50.2
"Irvin, Jake","663623","2024","769",20.3,6.8,".314",".323",33,9.2,39.1,"77.537675273","94.341422273",22.3,48.5
"Harris, Hogan","663687","2024","305",20,10.8,".320",".347",36.5,7.2,39.4,"78.64134","93.788121268",20.9,44.2
"McArthur, James","663704","2024","246",19.9,5.3,".344",".324",34.3,8.3,40.3,"79.929693444","94.577994078",28.3,47.3
"Lynch IV, Daniel","663738","2024","175",22.3,8.6,".274",".306",30.8,9.4,47.9,"80.247603898","94.734464444",28.3,46.4
"Woodford, Jake","663765","2024","167",15.6,5.4,".379",".365",38.8,7.8,39.5,"77.914967813","94.151237656",13.6,44
"Shugart, Chase","663767","2024","36",22.2,8.3,".296",".286",40,4,32,"75.735655385","92.6712644",17.5,56.3
"Hoeing, Bryan","663773","2024","210",20.5,6.7,".259",".343",36.6,7.8,45.8,"80.261962763","95.228734768",22.5,45.5
"Sandoval, Patrick","663776","2024","353",22.9,9.9,".329",".321",32.9,5.1,36.3,"76.703548276","93.645202078",26.2,46.2
"Hicks, Jordan","663855","2024","481",20,9.8,".336",".343",34.7,9.4,42.2,"78.413726111","94.634853364",24.3,44.3
"Pearson, Nate","663878","2024","285",26,7.4,".333",".326",38,10.2,45.5,"81.328956452","94.629260108",27.8,46.6
"Little, Brendon","663893","2024","193",18.7,9.8,".309",".310",21.9,5.8,38,"76.889222985","93.614875414",29.1,46
"Singer, Brady","663903","2024","762",22.3,7.1,".316",".334",35.6,8,41.7,"77.275001577","94.43000817",25.1,44.7
"Beck, Tristan","663941","2024","67",20.9,6,".293",".310",33.3,12.5,31.3,"79.37118625","92.986599167",20.2,51.2
"Holton, Tyler","663947","2024","354",21.8,4.8,".221",".261",29.3,5.5,32.8,"75.154517795","93.076380787",24.3,48.2
"Phillips, Tyler","663969","2024","160",17.5,4.4,".369",".370",38.2,13.8,40.7,"76.732659032","94.808056748",21.7,52.6
"Paddack, Chris","663978","2024","384",20.6,5.5,".332",".339",40.6,9.9,43.1,"79.362526643","95.101850323",24,49.4
"Vespi, Nick","663989","2024","49",18.4,6.1,".276",".308",32.4,5.4,35.1,"78.958070556","93.838524722",25,52.1
"Lovelady, Richard","663992","2024","147",17.7,7.5,".304",".329",31.5,8.3,46.3,"77.189113019","95.201703019",22.9,48.9
"Cleavinger, Garrett","664076","2024","266",26.7,11.7,".308",".323",35,9.6,33.8,"75.131217143","93.391283766",30.3,47.8
"Jay, Tyler","664079","2024","36",16.7,16.7,".366",".298",25,0,41.7,"77.600073333","94.893274348",22.4,49.7
"Effross, Scott","664123","2024","14",14.3,14.3,".371",".439",40,10,50,"76.946958","95.81189",14.8,49.1
"Fairbanks, Pete","664126","2024","185",23.8,9.2,".265",".311",31.5,5.6,41.1,"78.057306066","94.449698443",21.8,44.8
"Hartlieb, Geoff","664129","2024","44",15.9,9.1,".393",".368",39.4,9.1,36.4,"77.989123125","93.171579063",19.5,55.8
"Gibaut, Ian","664139","2024","10",10,10,".371",".522",50,0,50,"87.8366575","95.9282525",10.5,47.5
"Lucchesi, Joey","664192","2024","46",15.2,17.4,".330",".374",29,9.7,54.8,"86.337135333","96.97477069",12.7,44.1
"Maton III, Phil","664208","2024","265",22.6,9.1,".290",".322",32.6,7,33.1,"74.354926279","93.404469942",26.5,47.2
"Valdez, Framber","664285","2024","703",24,7.8,".272",".288",26,5.3,45,"80.000726364","94.620557662",27.2,44.9
"Javier, Cristian","664299","2024","150",18,12.7,".324",".334",41.3,6.7,30.8,"79.767288846","93.250004078",26.3,43.3
"Sánchez, Sixto","664350","2024","162",10.5,8.6,".354",".348",29.7,6.3,43.8,"79.716183968","94.492488254",13.2,46.4
"Contreras, Luis","664351","2024","26",23.1,7.7,".319",".278",27.8,5.6,50,"77.103115556","95.387153889",25.5,44.8
"Díaz, Alexis","664747","2024","242",22.7,12.8,".300",".304",31.3,6.7,38,"77.94858863","93.632788904",26.6,46.2
"Cousins, Jake","664776","2024","155",34.2,12.9,".268",".293",31.2,7.8,33.8,"73.749845526","93.3060275",35.5,43.3
"Young, Danny","664849","2024","165",29.1,10.9,".297",".339",29.3,6.5,39.1,"77.741639556","94.178702584",30.7,38.3
"Helsley, Ryan","664854","2024","266",29.7,8.6,".243",".257",36.6,3.7,35.4,"80.156012073","93.657122945",36.1,53
"Lawrence, Justin","664875","2024","279",16.1,11.8,".387",".377",32.5,7.7,42.3,"78.840013125","94.88308445",22.6,43.4
"Kremer, Dean","665152","2024","553",22.2,9.2,".294",".329",31.1,9.8,35.4,"75.880741892","93.507892033",23.2,46.2
"García, Deivi","665620","2024","68",22.1,16.2,".354",".333",38.1,7.1,35.7,"80.397469048","93.213800714",32.8,42
"Medina, Luis","665622","2024","180",17.8,11.1,".336",".331",31.5,8.7,44.9,"77.675197969","94.833622677",19.2,48.5
"Peguero, Elvis","665625","2024","227",20.7,11.9,".317",".318",29.1,5.3,40.4,"79.603008919","94.532881216",27.4,47.5
"Cabrera, Edward","665795","2024","417",25.7,11.8,".317",".335",32.4,8.6,45.7,"78.09417746","94.921917421",28,45.5
"Assad, Javier","665871","2024","638",19.4,9.9,".330",".344",36,8.8,39.8,"78.304060092","94.272452936",17.9,42.5
"Marte, José","665896","2024","80",17.5,12.5,".283",".317",23.6,3.6,36.4,"77.488165","93.576986",27.1,45
"Garrett, Braxton","666129","2024","161",21.1,2.5,".313",".327",31.4,8.5,48.3,"82.180876441","96.042057521",21.8,47.6
"Ragans, Cole","666142","2024","762",29.3,8.8,".277",".284",31.8,6.2,35.4,"77.675891223","93.553010853",31.8,48.9
"Lodolo, Nick","666157","2024","493",24.7,7.5,".309",".304",32.6,8.2,38,"78.487758854","94.164027252",27.8,46.4
"Manning, Matt","666159","2024","123",18.7,9.8,".336",".336",36.4,9.1,35.2,"77.425987727","93.351234432",23.6,49.3
"Zeferjahn, Ryan","666171","2024","64",28.1,9.4,".181",".198",26.3,0,26.3,"78.170041053","91.922343947",31.4,50.5
"Luzardo, Jesús","666200","2024","274",21.2,8,".315",".331",33.3,9.9,41.1,"80.411432","94.572347196",29.4,48.9
"Manoah, Alek","666201","2024","103",25.2,7.8,".291",".316",35.4,10.8,35.4,"78.062978788","93.795717077",28.2,47.7
"Jiménez, Dany","666204","2024","117",21.4,16.2,".361",".355",29.2,18.1,31.9,"76.440354571","92.987702143",28.7,41.8
"Muller, Kyle","666205","2024","202",17.8,5,".294",".314",35.5,7.7,43.2,"80.150417821","94.370308258",22.7,51.7
"Pint, Riley","666207","2024","22",31.8,22.7,".529",".417",50,12.5,37.5,"82.28391","94.35225625",36,24.5
"Wentz, Joey","666214","2024","304",24,10.9,".317",".300",33,7.2,36.1,"77.210157083","93.612983281",29.6,47.1
"Whitley, Forrest","666215","2024","20",25,15,".378",".378",36.4,9.1,45.5,"85.521536667","95.715883636",17.9,41.5
"Soriano, George","666277","2024","131",22.1,9.9,".360",".391",51.8,12.9,45.9,"76.742794762","95.011721786",25.5,45.3
"Santos, Gregory","666619","2024","31",19.4,3.2,".269",".267",21.7,4.3,34.8,"74.142533333","92.947772174",20.3,52.7
"Rodríguez, Yerry","666720","2024","105",16.2,12.4,".414",".433",35.6,12.3,49.3,"80.086889444","95.517463099",22.1,48.6
"Brito, Jhony","666745","2024","185",15.7,5.4,".308",".313",30.1,6.2,35.6,"75.888233151","93.492310966",19,48.7
"Doval, Camilo","666808","2024","271",28.8,14.4,".327",".288",27.6,8.6,42.8,"77.661772838","94.940437415",34.3,43.6
"Frías, Luis","666818","2024","53",22.6,13.2,".493",".416",47.1,11.8,52.9,"81.289008235","95.399490882",25.2,46.7
"Cano, Yennier","666974","2024","249",26.1,9.6,".303",".297",25.8,6.3,43.4,"79.027180127","94.694487325",27.7,48.4
"Nance, Tommy","667297","2024","93",20.4,9.7,".288",".328",39.1,12.5,35.9,"76.03967","93.384388871",25.7,43.5
"King, John","667463","2024","248",15.3,5.6,".280",".303",27.2,6.2,36.9,"77.765392083","93.815951302",17.3,50.6
"Tyler, Kyle","667725","2024","142",17.6,12.7,".363",".377",32.7,8.2,45.9,"76.495926939","94.751034286",26.5,44.3
"Soriano, José","667755","2024","468",20.7,9.6,".287",".316",28.5,6.6,44.3,"78.912250382","94.75069",23.4,46
"Miller, Tyson","668338","2024","235",23,4.7,".242",".291",33.3,7.9,34.5,"77.718869756","93.500990798",26.5,52.1
"Winn, Cole","668390","2024","77",18.2,5.2,".315",".355",41.1,10.7,41.1,"79.399551429","94.425871071",25.7,51.7
"Erceg, Lucas","668674","2024","253",28.5,6.3,".259",".280",31.4,6.3,33.3,"74.037423125","92.89598956",31,47.6
"Plesac, Zach","668676","2024","54",9.3,13,".392",".433",35.7,23.8,45.2,"80.606332857","95.049601463",18.8,46.2
"Gallen, Zac","668678","2024","621",25.1,8.7,".301",".310",34.9,7.4,41,"79.81895601","94.40298237",26,44.2
"Thompson, Zack","668868","2024","83",24.1,9.6,".432",".343",33.3,13,40.7,"77.126957778","94.78644",24,47.3
"Kilian, Caleb","668873","2024","48",14.6,12.5,".360",".392",40,14.3,37.1,"78.674156471","94.225684848",20.2,50.3
"Greene, Hunter","668881","2024","611",27.7,9.3,".265",".274",29,5.2,32.5,"76.321243094","93.167150497",29.7,50.6
"Williams, Gavin","668909","2024","332",23.8,9.6,".315",".317",32.1,6.9,44,"80.792360917","94.867836636",24.8,49.2
"Ashcraft, Graham","668933","2024","350",16.3,7.7,".342",".348",31.9,7.7,42.7,"80.638921406","94.586504314",21.9,49.3
"Romero, JoJo","668941","2024","243",21,6.6,".305",".348",34.5,10.5,39.8,"79.342751566","94.412021758",24.9,43.7
"Miller, Ryan","668943","2024","58",19,13.8,".340",".332",30.8,10.3,35.9,"76.473751053","93.798241081",19.6,51.1
"Myers, Tobias","668964","2024","569",22.3,6.3,".297",".316",36.2,7.7,38.5,"79.233540867","94.330628189",21.1,49.6
"Crouse, Hans","668968","2024","107",31.8,15.9,".273",".288",31.5,9.3,29.6,"73.615884615","92.614194231",35.4,44.6
"Legumina, Casey","668984","2024","47",14.9,4.3,".407",".337",24.3,5.4,54.1,"83.870381053","96.255938378",10.2,53
"Gore, MacKenzie","669022","2024","731",24.8,8.9,".324",".319",36.2,6.8,38.1,"76.776975684","93.73951438",28.6,50.4
"Wilson, Bryse","669060","2024","442",18.6,7,".323",".353",37.5,9.2,44.3,"78.447193333","94.771325015",20.7,48.3
